item_id,item_name,sku,manufacturer,HS_Code
2.888790000019819e+18,"E. coli and total coliforms, pk/25",2495525,HACH,38221900
2.8887900000031693e+18,EASYCONTROLLER D10-750,EASYCONTROLLER D10-750,Pentair,
2.8887900000031693e+18,EASYCONTROLLER D20-220,EASYCONTROLLER D20-220,Pentair,
2.888790000003138e+18,EASYCONTROLLER D20-400,1131,Pentair,
2.88879000000579e+18,EASYCONTROLLER D20-400,0x1,Pentair,
2.888790000003169e+18,EASYCONTROLLER D20-750,EASYCONTROLLER D20-750,Pentair,
2.888790000003138e+18,EASYCONTROLLER M20-240,UZQ14020,Pentair,8413910090
2.888790000014654e+18,EC Blue Mini UV lamp,KK49.1,HACH,
2.888790000004651e+18,"EDTA Digital Titrator Cartridge, 0.0800 M",1436401,HACH,
2.888790000004651e+18,"EDTA Digital Titrator Cartridge, 0.800 M",1439901,HACH,29224985
2.888790000014588e+18,"EDTA disodium salt solution ROTI®Volum 0,1 mol/l - 0,1 N, volumetric standard",1YP6.1,HACH,29224985.0
2.888790000005317e+18,"EDTA solution, 1M, 50mL SCDB",2241926,HACH,
2.888790000018538e+18,"EH9/05, 2.2 kw 3PH 400V. 1 1/2'' X 1 1/4''","EH9/05, 2.2 kw 3PH 400V. 1 1/2'' X 1 1/4''",Franklin Electric,
2.888790000015316e+18,"EISCO Premium Filter Paper, 15cm, Pack of 100 - Chemistry Filter Paper, Lab Filter Paper",CH0390D,HACH,
2.8887900000183444e+18,"Electric Actuator LTR43-2 DN100, PN16",to-define-waiting,Samson Group,
2.8887900000182543e+18,"Electric Actuator LTR43-2 DN150, PN16",00000003297,Samson Group,84818085
2.8887900000182543e+18,"Electric Actuator LTR43-2 DN300, PN16",00000003298,Samson Group,
2.8887900000182543e+18,"Electric Actuator LTR43-2 DN80, PN16",00000003296,Samson Group,84818085
2.888790000017797e+18,Electric card - for Star Valve Alfa 30,Alfa 30,Star Valve,842121000000'
2.888790000017797e+18,Electric card - for Star Valve Alfa 50,Alfa 50,Star Valve,842121000000'
2.888790000010627e+18,Electrical Cabinet,Electrical Cabinet,VORTEX Water Engineering,
2.888790000002312e+18,"Electrode Cleaning Solution for Minerals/Inorganic Samples, 500 mL",2975149,HACH,
2.888790000009302e+18,"Electrode Cleaning Solution for Porous Pin/Diaphragm Junction, 250 mL",C20C380,HACH,
2.888790000002312e+18,"Electrode Cleaning Solution for Proteins/Organics Samples, 250 mL",C20C370,HACH,
2.888790000002422e+18,"Electrode Cleaning Solution for Regular Maintenance, 500 mL",2965249,HACH,38221900.0
2.888790000002312e+18,"Electrode Cleaning solution, RENOVO.X extra strong, 250 mL",S16M002,HACH,
2.888790000006538e+18,"Electronic Pipet ''TenSette plus'', 0.2 up to 5.0 ml, with rack, battery and power supply",BBP087,HACH,8479
2.888790000025747e+18,Electronic unit complete IFC300,CG30011100,KROHNE,
2.888790000009451e+18,Elga Labwater - PC110COBPM1 - CHORUS 1 COMPLETE PURELAB W/PUMP 10 L/HR (Each),12291403,ELGA LabWater,
2.888790000002311e+18,End cap ABS for Hydracap Max Membranes,2203631,Culligan,
2.8887900000109983e+18,"Eriochrome black T (C.I. 14645), 25 g",0112.1,Carl Roth,
2.888790000002545e+18,"Erlenmeyer flasks ROTILABO® with screw closure, 250 ml",NY87.1,Carl Roth,
2.888790000003464e+18,Ethanol 95%,1132,,
2.888790000004823e+18,"Ethanol, 1 l ROTISOLV® HPLC Gradient Grade",P076.1,Carl Roth,
2.888790000010979e+18,"Ethanol, 5 l, plastic",1Y81.4,Carl Roth,
2.8887900000109783e+18,"Ethylenediamine tetraacetic acid disodium salt dihydrate, 1 kg",8043.2,Carl Roth,
2.888790000010999e+18,Ethylenediaminetetra-acetic acid disodium salt dihydrate AnalaR NORMAPUR analytical reagent R.PE/ACS,20302.260,VWR Avantor®,2922498590
2.888790000018538e+18,"EV 95/3-2A, 18.5 kW -3ph 400V. DN100",EV 95/3-2A,Franklin Electric,
2.888790000018538e+18,EV65/03-1A FG150 T5 BE1 IE3. 15 kW -3ph 400V. DN100,ETHE110650311,Franklin Electric,
2.888790000018538e+18,EV95/03 FG220 T5 BE1 IE3. 22 kW -3ph 400V. DN100,ETHE110950301,Franklin Electric,
2.8887900000145894e+18,"Evaporating dishes ROTILABO®, 160 ml",XX29.1,Carl Roth,
2.8887900000025457e+18,"Evaporating dishes ROTILABO®, 240 ml",XX31.1,Carl Roth,
2.888790000011076e+18,"ez GGA - No Pipette GGA, Single Dose BOD Standard, pk/20 2-mL ampules",2514420,HACH,
2.888790000018988e+18,FBDN100 HARD PIPE WF/ WG SERIES,31596,HYDROO,
2.8887900000043694e+18,FDSC-50-A106 - Pipe Integration System,FDSC-50-A106,RHOSONICS,
2.8887900000031693e+18,Ferric Ion Solution (100 mL),2212242,HACH,38221900.0
2.888790000004504e+18,"Ferrous Iron Reagent Powder Pillows, 0.02-3.00mg/L Fe (II)",103769,HACH,
2.888790000014379e+18,FerroVer Iron Reagent Powder Pillows (pk/100),92799,HACH,
2.88879000000593e+18,"FerroZine Iron Reagent Solution Pillows, 0.009-1.400mg/L Fe",230166,HACH,3822
2.8887900000055465e+18,"FerroZine Iron Reagent Solution, 0.009-1.400mg/L Fe",230149,HACH,
2.888790000002473e+18,FH950 Portable Velocity System with 6.5' Cable,FH950.10005,HACH,
2.888790000002312e+18,"Filling Solution, Reference, 2.44 M KCl, 59 mL",2965026,HACH,38221900.0
2.888790000002312e+18,"Filling Solution, Reference, 3 M KCl with AgCl, 28 mL",2841700,HACH,38221900
2.8887900000047053e+18,"Filling Solution, Reference, 3 M KCl, 125 mL",LZW9510.99,HACH,
2.888790000017307e+18,"Filling Solution, Reference, 3 M KCl, 250 mL",LZW9500.99,HACH,
2.888790000002312e+18,"Filling Solution, Reference, 3 M KCl, 50 mL",2756559,HACH,
2.8887900000023127e+18,"Filling Solution, Reference, KCl Crystals (KCl.C), 15 g",S21M001,HACH,
2.888790000002312e+18,"Filling Solution, Reference, Saturated KCl, 500 mL",25118049,HACH,
2.888790000002312e+18,"Filling Solution, Reference, Saturated KCl, 59 mL",25118026,HACH,
2.888790000004268e+18,"Filter holder, for vacuum filtration, glass",234000,HACH,
2.888790000007726e+18,"Filter Holder, Magnetic",1352900,HACH,
2.8887900000023127e+18,Filter KG2,LZV786,HACH,
2.888790000014654e+18,"Filter kit, field, coliform & E.coli",2586400,HACH,38210000
2.888790000002407e+18,"Filter mat M80, 80 x 80 mm, for HT200S",LZT102,HACH,39269097
2.888790000007056e+18,Filter pad,A23766,HACH,
2.888790000002313e+18,Filter Pad for DR 6000,LZV915,HACH,3926.0
2.888790000002716e+18,"Filter tips 50-1000 μl, Standard, Box, Sterile",ANC5.1,Carl Roth,
2.888790000002545e+18,"Filter tips 50-1000 μl, Standard, Refill unit (palletised), Non-sterile",ANC4.1,Carl Roth,
2.888790000002313e+18,Filter wheel with filter glasses,LZV908,HACH,
2.8887900000023127e+18,Filter wheel with optical filters,LZV591,HACH,
2.888790000019241e+18,Filter with GoreTex membrane for 6110 V3,DG33491,HACH,
2.888790000017771e+18,"FISEK TAKIMI M VPSS ALT , FISEK TAKIMI M VPSS UST",HEAD SET EMD,Antech,842121000000'
2.888790000008769e+18,"Fixed volume, Micropipette, 100 µl",2946006,Carl Roth,84798997.0
2.888790000023317e+18,Flange Raised Face,"1"" ASME B 16.5 150 lb RF",STAINLESS EUROPE,
2.888790000023317e+18,Flange Raised Face,"10"" ASME B 16.5 150 lb RF",STAINLESS EUROPE,
2.888790000023317e+18,Flange Raised Face,"1-1/4"" ASME B 16.5 150 lb RF",STAINLESS EUROPE,
2.888790000023317e+18,Flange Raised Face,"12"" ASME B 16.5 150 lb RF",STAINLESS EUROPE,
2.888790000023317e+18,Flange Raised Face,"2"" ASME B 16.5 150 lb RF",STAINLESS EUROPE,
2.888790000023317e+18,Flange Raised Face,"2"" ASME B 16.5 300 lb RF",STAINLESS EUROPE,
2.888790000023317e+18,Flange Raised Face,"3"" ASME B 16.5 150 lb RF",STAINLESS EUROPE,
2.888790000023317e+18,Flange Raised Face,"3"" ASME B 16.5 300 lb RF",STAINLESS EUROPE,
2.888790000023317e+18,Flange Raised Face,"4"" ASME B 16.5 150 lb RF",STAINLESS EUROPE,
2.888790000023317e+18,Flange Raised Face,"4"" ASME B 16.5 300 lb RF",STAINLESS EUROPE,
2.888790000023317e+18,Flange Raised Face,"6"" ASME B 16.5 150 lb RF",STAINLESS EUROPE,
2.888790000023317e+18,Flange Raised Face,"1/2"" ASME B16.5 150 lb RF",STAINLESS EUROPE,
2.888790000023317e+18,Flange Raised Face,"1/2"" ASME B16.5 300 lb RF",STAINLESS EUROPE,
2.888790000023317e+18,Flange Raised Face,"2"" ASME B16.5 300 lb RF",STAINLESS EUROPE,
2.888790000010627e+18,Flash Mixer AISI 304,AOS_FlashMixerAISI304,AO Smith,8423
2.8887900000055465e+18,"Flask, Erlenmeyer, polymethylpentene capacity 250 mL",2089846,HACH,
2.8887900000199583e+18,Flat antenna 4G/3G/2G fix mounting 1m SMA (m),9798015895,OTT HydroMet,
2.888790000018369e+18,FloSI card,850-330,In-Situ,9026.90.2000
2.888790000009666e+18,Flowmeter for MMF200-36,Flowmeter for MMF200-36,,
2.888790000008831e+18,"Flowmeter-DS TRP DN25 1""",5004156,,
2.888790000026021e+18,"Fluke 17B+ Digital Multimeter, for Electrical Applications, Measures AC/DC Voltage 100V, Current Measurements to 10A, Resistance, Continuity, Diode, Capacitance, Frequency, and Temperature Testing",B0779621KZ,Fluke,
2.8887900000260214e+18,"Fluke-301D/ESP, 600A AC/DC Clamp Meter with Slim Body and Thin Jaw Arm",B0DGY7GT82,Fluke Clamp Meter with Slim Body and Thin Jaw Arm,
2.888790000008986e+18,"Fluoride cuvette test 0.1-2.5 mg/L F, 25 tests",LCK323,HACH,38221900
2.8887900000025723e+18,"Fluoride Standard Solution, 0.5 mg/L as F (NIST), 500 mL",40505,HACH,
2.888790000016905e+18,"Fluoride Standard Solution, 1 mg/L, 500 mL",29149,HACH,28261910
2.88879000000262e+18,Flush pressure sensor with analogue display,PG2794,IFM Electronic GmbH,
2.888790000025498e+18,Foam detection cable 70987 for 6110 V3,DG33486,HACH,85444290
2.888790000010961e+18,Folin-Ciocalteu’s reagent,1EPY.1,Carl Roth,
2.888790000027434e+18,"Formaldehyde solution, 1 l, 37 %, p.a., ACS",4979.1,Carl Roth,
2.88879000000248e+18,Formaldehyde trace cuvette test 0.01-1.0 mg/L H₂CO,LCS325,HACH,
2.888790000010544e+18,"Formazin Turbidity Standard, 4000 NTU, 100 mL",246142,HACH,3822
2.888790000002472e+18,"Formic acid, 1 l, glass",4724.1,Carl Roth,
2.888790000014745e+18,"Formic acid, 1 l, glass ≥85 %, pure",5355.1,Carl Roth,
2.888790000017063e+18,FOUR E'S SCIENTIFIC 5mL Pipette Tips Lab Microchemical Transparent Liquid Micropipette Pipettor Tips 5mL 100pcs - Autoclavable,B01KO7MCCC,,
2.888790000017063e+18,"FOUR E'S SCIENTIFIC Lab 5ml Micropipette, Adjustable Single-Channel Pipette, 1000-5000ul Microliter Volume Pipettor",B01IP5Q9P6,,
2.888790000002312e+18,"Free and total chlorine test strips, 0 - 10 mg/L, 50 tests",2745050,HACH,
2.8887900000060703e+18,Free chlorine buffer solution for chlorine analyser CL17/CL17sc (473 mL),2314111,HACH,
2.888790000017307e+18,"Free Chlorine cuvette test, 0.05-2.0 mg/L Cl₂, 24 tests",LCK410,HACH,
2.888790000004504e+18,"Free Chlorine DPD Reagent Powder Pillows, 10 mL, pk/100",2105569,HACH,3822.0
2.888790000009762e+18,"Free Chlorine DPD Reagent Powder Pillows, 10 mL, pk/1000",2105528,HACH,
2.888790000002312e+18,"Free Chlorine Reagent Powder Pillows, DPD (pk/100)",1407099,HACH,3822.0
2.888790000005959e+18,"Free Chlorine Reagent Powder Pillows, DPD (pk/100)- 1407799",1407799,HACH,38220000
2.888790000009762e+18,"Free Chlorine Reagent Powder Pillows, DPD (pk/1000)",1407028,HACH,
2.888790000011355e+18,FUME HOOD,WFSC-120.86.230/1,,
2.88879000002725e+18,"Fume hood for washing dishes and equipment, Master  1500x860x2300, 1 sink",Master 1500x860x2300,DistriTech,
2.888790000007259e+18,"Funnels ROTILABO®, 125 mm, Suitable for: paper filter Ø 185 mm",ACC9.1,Carl Roth,70172000.0
2.8887900000025457e+18,"Funnels, 75 mm, 7 mm",YA48.1,Carl Roth,
2.888790000024281e+18,"FV-NL-G5/4 PE/V,E/C U3","PE/V,E/C U3",VEOLIA,
2.8887900000023137e+18,GADGET 350mm 280903 გონიო,1133,Tools,
2.8887900000023137e+18,GADGET რეზინის ჩაქუჩი,1134,Tools,
2.8887900000023137e+18,GADGET სანტექნიკოსის მილის ქანჩი. მაქსიმალური გაღება 102მმ,1135,Tools,
2.888790000004594e+18,Gasket Filter,Gasket,AO Smith,
2.8887900000023107e+18,Gasket kit,ZBR26370,Pentair,
2.8887900000023107e+18,Gasket kit (1),ZBR20570,Pentair,
2.8887900000255785e+18,GASKET KIT 201,GASKET KIT 201,Pentair,4016930090
2.8887900000255785e+18,GASKET KIT 201,GASKET KIT 201-another set,Pentair,4016930090
2.8887900000034964e+18,Gasket set for measuring window/Nitratax plus sc,LZX907,HACH,
2.8887900000034964e+18,Gasket set for measuring window/Nitratax plus sc SS,LZX906,HACH,
2.888790000026468e+18,Gateway TRB141 LTE Cat 1 I/O,TRB141003000,Teltonica Networks,
2.88879000000231e+18,Gauqmebulia,2106869,HACH,
2.88879000000231e+18,Gauqmebulia2,2106969,HACH,
2.88879000000231e+18,Gauqmebulia3,Gauqmebulia3,HACH,
2.88879000000231e+18,Gauqmebulia4,1136,HACH,
2.888790000002311e+18,Gauqmebulia5,1137,HACH,
2.888790000002312e+18,Gauqmebulia6,1138,HACH,
2.8887900000018104e+18,Gauqmebulia7,DS7854353,,
2.888790000002019e+18,Gauqmebulia8,DD23213432,,
2.8887900000022973e+18,Gauqmebulia9,1139,,
2.888790000004326e+18,GC-2010 Pro,GS 2010 PRO,Shimadzu,
2.8887900000023107e+18,"GEAR MOTOR 24VDC, HE",1020240,Culligan,
2.8887900000023107e+18,"GEARMOTOR, 24VDC, 2RPM",1024332,Culligan,
2.8887900000023127e+18,Gehäusefüsse (4 St.),LZV400,HACH,
2.888790000003498e+18,"Gelex Turbidity Standard, 1 NTU",2971401,HACH,
2.888790000002862e+18,"Glass Dropper with 0.5 and 1.0 mL marks, pk/5",1419700,HACH,
2.888790000016961e+18,"Glass sample cell for lab turbidimeters, 30 mL, 6 pieces with caps",2084900,HACH,70109091.0
2.888790000022874e+18,Globe Valve Type 3241,2542 - 3241 GV,Samson Group,
2.888790000002407e+18,"Glycerin (glycerol), USP 500 g",243134,HACH,2905.0
2.888790000023489e+18,GPG 900 STEP SCREEN,GPG 900,SEFT S.r.l.,84212100.0
2.888790000023489e+18,GPG 900 STEP SCREEN Control Panel PLC,GPG 900 2/b,SEFT S.r.l.,84212100.0
2.8887900000023137e+18,GRAND 400 თარაზო,1140,Tools,
2.8887900000208343e+18,"Graphite gasket 40 x 52 x 1, graphite/1.4401",00000003665,Samson Group,68151900
2.888790000008094e+18,Griess reagent,1ET0.1,Carl Roth,
2.888790000002545e+18,"Griffin beakers, 100 ml",2873.1,Carl Roth,
2.888790000022453e+18,"Griffin beakers, 50 ml",2872.1,Carl Roth,
2.888790000022453e+18,"Griffin beakers, 600 ml",2877.1,Carl Roth,39269097.0
2.88879000000695e+18,Grinding grease water-soluble,E691.1,Carl Roth,
2.88879000002913e+18,Grundfos CR 20-2 A-F-A-E-HQQE,96500508,Grundfos,
2.8887900000050243e+18,Grundfos MAGNA1 32-100 180 230V PN10,MAGNA1 32-100 180 230V PN10,Grundfos,
2.8887900000026184e+18,GRUNDFOS MAGNA1 32-120 180 230V PN 6/10,MAGNA1 32-120,Grundfos,
2.8887900000026184e+18,GRUNDFOS MAGNA1 32-80 180 230V PN 6/10,MAGNA1 32-80,Grundfos,
2.888790000004998e+18,GRUNDFOS MAGNA3 40-100 F,MAGNA3 40-100 F,Grundfos,
2.888790000006442e+18,GRUNDFOS MAGNA3 40-120 F,MAGNA3 40-120 F,Grundfos,
2.888790000019684e+18,GS1440 Sensor H₂S - Monitoring in Water or Air,LXV449.99.10000,HACH,
2.8887900000290386e+18,GSM Modem proCOM©,45000079,ATB Water GmbH,
2.888790000022778e+18,H250/RR DN15,S2519EAA6P0E0C5010600000001300,KROHNE,
2.888790000023034e+18,H250/RR DN15,V2514CBAC80E0C5S20000000000300,KROHNE,
2.888790000023034e+18,H250/RR DN15,V2514AAA820E0C5020000000000300,KROHNE,
2.888790000003829e+18,H250/RR DN15 - 1.08 - 5 kg/h,V2514EAL5C0K0C5A00201000000300,KROHNE,
2.888790000003829e+18,H250/RR DN15 - 1.1 - 10.1 kg/h,V2514EAL8C0K0C5A00201000000300,KROHNE,
2.888790000003829e+18,H250/RR DN15 - 3 - 14.9 kg/h,V2514EAL6A0K0C5A00201000000300,KROHNE,
2.888790000023034e+18,H250/RR DN25,V2524FBA510E0C5020000000000300,KROHNE,
2.888790000003829e+18,H250/RR DN25 - 4.3 - 22 kg/h,V2524GBL1C0K0C5A00201000000300,KROHNE,
2.88879000000579e+18,H250/RR DN25 - 9.6 - 48 kg/h,1141,KROHNE,
2.888790000003829e+18,"H250/RR DN25, 5 - 50 kg/h",V2524FBL1B0K0C5A00201000000300,KROHNE,
2.8887900000030244e+18,H250/RR DN40,H250/RR/M40/ESK/K1,KROHNE,
2.888790000003674e+18,"H250/RR/M40/K1, DN25","H250/RR/M40/K1, DN25",KROHNE,
2.888790000004552e+18,HACH 9523 sc,9523.99.01P2,HACH,
2.88879000000267e+18,HACH pHD sc Online Process pH Sensor,DPD1P1.99,HACH,
2.888790000004434e+18,"HACH, Free Chlorine Sensor, CLF10 sc, US, STAINLESS TIP",8626200,HACH,
2.888790000003992e+18,Hall Sensor Tester,VAA964,HACH,
2.888790000017163e+18,Handheld display IFC050,020015699XN34020100,KROHNE,9026 90 00
2.888790000006311e+18,Handheld refractometer digital DR series DR-301-95,EP62.1,Carl Roth,90275000.0
2.888790000006442e+18,Handheld refractometer digital ORF series,ECL2.1,Carl Roth,90275000.0
2.8887900000260214e+18,"Hanging Loop Strap Magnet Hanger Kit for Fluke Instruments Multimeter 1 Straps, 1 Clips and Magnetic Hanger Bobii",B087YKLZKB,Fluke Multimeter Magnetic Strap Kit – Bobii,
2.8887900000260214e+18,Hard Tool Carrying Case for Fluke 323/324/325/303/305 Clamp Multimeter FC True RMS Meters(Case Only),Fluke 323/324,Hard Tool Carrying Case for Fluke,
2.8887900000024724e+18,"Hardcheck P/total Hardness Tablets, In Pack Of 250",515661BT,Lovibond (AQUALYTIC),
2.888790000023245e+18,"Hardness (Calcium) Reagent Set, HR, Digital Titrator",2447500,HACH,38221900
2.888790000014379e+18,"Hardness (Total & Calcium) Test Kit, Model HA-4P MG-L",145701,HACH,38221900.0
2.888790000004651e+18,"Hardness (Total) Reagent Set, Digital Titrator, Full Range",2272000,HACH,
2.888790000004651e+18,"Hardness (Total) Reagent Set, HR, Digital Titrator",2448100,HACH,38221900
2.888790000004651e+18,"Hardness (Total) Reagent Set, LR, Digital Titrator",2448000,HACH,
2.8887900000031693e+18,Hardness 1 buffer solution (100 mL MDB),42432,HACH,
2.888790000005317e+18,"Hardness 3 test solution, 100 mL MDB",42632,HACH,
2.8887900000023137e+18,HDPE მილების შედუღების აპარატი,1142,Tools,
2.888790000006514e+18,"Heating and magnetic stirrer C-MAG HS-Digital series, 10 l, HS 7 digital",XT60.1,Carl Roth,84198998.0
2.88879000001812e+18,Heating and magnetic stirrer SHP-200-C,PY73.1,Cole-Parmer,3822190090
2.888790000008769e+18,"Heating and magnetic stirrers AREC 7 series AREC 7 Digital model, complete set From  Velp",39YL.1,Carl Roth,84198998.0
2.888790000004268e+18,"Heating and magnetic stirrers C-MAG HS series Models with contact thermometer connection, 10 l, C-MAG HS 7",LN36.1,Carl Roth,
2.888790000016667e+18,Hebefix 200-50 Above floor tank,JP48189,Pentair,84139100.0
2.8887900000028626e+18,"HexaVer Reagent Powder Pillows, pk/100",24399,HACH,
2.888790000005427e+18,"High Output Airblast, 230V",6860100.99.0002,HACH,
2.8887900000052e+18,HMI Siemens,HMI Siemens,Siemens,
2.8887900000023137e+18,HOGERT HT0950 ჩაქუჩი,1143,Tools,
2.888790000002314e+18,HOGERT HT10P012 მკვნეტარა,1144,Tools,
2.888790000004395e+18,Horiba S-316,1610-25 001,Horiba,
2.888790000018056e+18,Hose 12mm,12mm,VEOLIA,842121000000'
2.888790000018056e+18,Hose 6mm,6mm,VEOLIA,842121000000'
2.888790000012232e+18,"Hose nozzle stainless steel 40mm x 1 1/4"" AG","Hose nozzle stainless steel 40mm x 1 1/4"" AG",ATB Water GmbH,
2.888790000028116e+18,HQ Annual Maintenance,HQXXXX,VORTEX Water Engineering,
2.888790000007726e+18,"HQ1110 Portable Dedicated pH/ORP/mV Meter with Gel pH Electrode PHC101, 1 m Cable",LEV015.98.11102,HACH,
2.888790000002315e+18,HQ1110 Portable pH/ORP Meter,LEV015.98.1110A,HACH,
2.888790000002972e+18,"HQ1130 Portable Dedicated Dissolved Oxygen Meter with Rugged Field Dissolved Oxygen Electrode, 5 m Cable",LEV015.98.11302,HACH,
2.888790000002312e+18,"HQ1130 Portable Dedicated Dissolved Oxygen Meter, w/o electrode",LEV015.98.1130A,HACH,
2.888790000003225e+18,"HQ2100 Portable Multi-Meter pH, Conductivity, TDS, Salinity, Dissolved Oxygen (DO), and Oxidation Reduction Potential (ORP), w/o electrodes",LEV015.98.2100A,HACH,
2.888790000004268e+18,"HQ2200 Portable Multi-Meter pH, Conductivity, TDS, Salinity, Dissolved Oxygen (DO), and Oxidation Reduction Potential (ORP), w/o electrodes",LEV015.98.2200A,HACH,
2.888790000004208e+18,"HQ2200 Portable Multi-Meter with Rugged Field Gel pH and Dissolved Oxygen Electrodes, 5 m Cables",LEV015.98.22006,HACH,
2.888790000002312e+18,"HQ2200 Portable Multi-Meter with Rugged Field Gel pH Electrode, 5 m Cable",LEV015.98.22002,HACH,
2.888790000003667e+18,"HQ4100 Portable Multi-Meter, pH, Conductivity, TDS, Salinity, Dissolved Oxygen (DO), ORP, and ISE, 1 channel, w/o electrodes",LEV015.98.4100A,HACH,
2.888790000009119e+18,"HQ411D Laboratory Single Input, pH/mV Meter - pH and ORP",HQ411D.98.00002,HACH,
2.888790000005041e+18,"HQ4200 Portable Multi-Meter, pH, Conductivity, TDS, Salinity, Dissolved Oxygen (DO), ORP, and ISE, 2 channels, w/o electrodes",LEV015.98.4200A,HACH,90278990
2.888790000004089e+18,"HQ4300 Portable Multi-Meter with Gel pH, Conductivity, and Dissolved Oxygen Electrode, 1 m Cables",LEV015.98.43001,HACH,
2.888790000002669e+18,"HQ4300 Portable Multi-Meter, pH, Conductivity, TDS, Salinity, Dissolved Oxygen (DO), ORP, and ISE, 3 channels, w/o electrodes",LEV015.98.4300A,HACH,9027.0
2.888790000002667e+18,"HQ430D Laboratory Single Input, Multi-Parameter Meter - pH, Conductivity, Optical Dissolved Oxygen, ORP, and ISE",HQ430D.98.00002,HACH,
2.888790000009451e+18,"HQ430D Laboratory Single Input, Multi-Parameter Meter - pH, Conductivity, Optical Dissolved Oxygen, ORP, and ISE with Electrode Stand",HQ430D.98.00012,HACH,90278990
2.888790000004268e+18,"HQ440D Laboratory Dual Input, Multi-Parameter Meter - pH, Conductivity, Optical Dissolved Oxygen, ORP, and ISE",HQ440D.98.00002,HACH,
2.888790000007413e+18,"HQ440D Laboratory Dual Input, Multi-Parameter Meter - pH, Conductivity, Optical Dissolved Oxygen, ORP, and ISE with Electrode Stand",HQ440D.98.00012,HACH,90278990.0
2.888790000028116e+18,HQD Annual Maintenance,HQXXXXD,HACH,
2.888790000029155e+18,HQD Portable Annual Maintenance,HQD Portable,VORTEX Water Engineering,
2.888790000014446e+18,HT200S Annual Maintenance,HT200S,VORTEX Water Engineering,
2.888790000008772e+18,HT200S High temperature thermostat,LTV077,HACH,
2.8887900000023107e+18,Hydraulic kit,ZBR47540,Pentair,
2.8887900000023107e+18,Hydraulic kit (1),ZBR46290,Pentair,
2.888790000027774e+18,"HYDRAULIC KIT WITH BEARING 374. Including: 290, 487, 21, 479",ZBR53500,Pentair,
2.888790000004807e+18,"HydraVer2 Hydrazine reagent solution, 4 - 600 µg/L, 100 mL",179032,HACH,38221900
2.8887900000109783e+18,"Hydrazinium sulphate, 100 g",HN96.1,Carl Roth,
2.88879000000262e+18,Hydro VU Data Visualization & Analysis,1145,In-Situ,
2.888790000005546e+18,"Hydrochloric acid standard solution, 6.0 N (1:1), 500 mL",88449,HACH,
2.8887900000055465e+18,"Hydrochloric acid, 1 l",0710.4,Carl Roth,
2.888790000004706e+18,"Hydrochloric acid, 1 l, glass",1LX0.2,Carl Roth,
2.888790000002545e+18,"Hydrochloric acid, 2.5 l, glass",4625.2,Carl Roth,
2.888790000017307e+18,"Hydrochloric acid, 500 mL",13449,HACH,
2.8887900000109983e+18,"Hydrochloric acid- ROTI®Volum 0,1 mol/l - 0,1 N, volumetric standard solution",CN61.1,Carl Roth,
2.8887900000126843e+18,Hydrocyclone Separator Filter,Hydrocyclone,ITM Filters,8421.21.00.90
2.8887900000047053e+18,"Hydrogen peroxide, 1 l",0034.2,Carl Roth,
2.8887900000109783e+18,"Hydrogen peroxide, 2.5 l",8070.3,Carl Roth,
2.888790000006538e+18,"Hydrometer precision, 0.700 to 0.800 g/cm³",HH88.1,Carl Roth,90258080.0
2.888790000006538e+18,"Hydrometer precision, 0.800 to 0.900 g/cm³",HH89.1,Carl Roth,90258080.0
2.888790000006538e+18,"Hydrometer precision, 0.900 to 1.000 g/cm³",HH90.1,Carl Roth,90258080.0
2.888790000006538e+18,"Hydrometer precision, 1.000 to 1.100 g/cm³",HH91.1,Carl Roth,
2.888790000006538e+18,"Hydrometer precision, 1.100 to 1.200 g/cm³",HH92.1,Carl Roth,90258080.0
2.888790000006538e+18,"Hydrometer precision, 1.200 to 1.300 g/cm³",HH93.1,Carl Roth,90258080.0
2.888790000006538e+18,"Hydrometer precision, 1.300 to 1.400 g/cm³",HH94.1,Carl Roth,90258080.0
2.888790000006538e+18,"Hydrometer precision, 1.400 to 1.500 g/cm³",HH95.1,Carl Roth,90258080.0
2.888790000006538e+18,"Hydrometer precision, 1.500 to 1.600 g/cm³",HH96.1,Carl Roth,90258080.0
2.888790000006538e+18,"Hydrometer precision, 1.600 to 1.700 g/cm³",HH97.1,Carl Roth,90258080.0
2.888790000006538e+18,"Hydrometer precision, 1.700 to 1.800 g/cm³",HH98.1,Carl Roth,90258080.0
2.888790000006538e+18,"Hydrometer precision, 1.800 to 1.900 g/cm³",HH99.1,Carl Roth,90258080.0
2.888790000009002e+18,HydroVu Data Services,HYDROVU,In-Situ,
2.888790000014499e+18,HypoX TXO 300 g/h FAC,HypoX TXO 300 g/h FAC,Kemisan,
2.888790000019685e+18,"H₂S Calibration Gas Regulator, GS1440/GS2440EX",LXZ449.99.00023,HACH,
2.888790000019685e+18,"H₂S Calibration Gas, 1000 ppm, GS1440/GS2440EX",LCX449,HACH,
2.888790000018369e+18,I/O (input/output) card,850-329,In-Situ,9026.90.2000
2.888790000002545e+18,"ICP Multi-Element Standard Solution (28 elements, 100 mg/l)",2650.1,Carl Roth,38229000.0
2.888790000004476e+18,ICP Multi-Element Standard Solution CR-07 ROTI®Star,1LXN.1,Carl Roth,
2.888790000004476e+18,ICP Multi-Element Standard Solution CR-08 ROTI®Star,1LXL.1,Carl Roth,
